0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	3.34344e+007	3.34344e+007	3.34344e+007	1.26575e+001	-3.79725e+001	2.53150e+001	6.24745e+007	6.24745e+007	6.24745e+007	9.35986e+000	-2.80796e+001	1.87197e+001	8.63703e+007	8.63703e+007	8.63703e+007	7.95904e+000	-2.38771e+001	1.59181e+001	1.31590e+008	1.31590e+008	1.31590e+008	6.43298e+000	-1.92989e+001	1.28660e+001	
8.64000e+004	1.14628378e-001	1.12561809e-001	1.15145021e-001	2.65917176e-006	2.58741573e-006	2.67711077e-006	3.44417618e+007	3.00710514e+007	3.55344395e+007	1.06521586e+001	-3.98486932e+001	2.32773715e+001	6.32586121e+007	6.00242651e+007	6.40671989e+007	8.79074282e+000	-2.86340699e+001	1.81469460e+001	8.70451743e+007	8.42946658e+007	8.77328014e+007	7.66196856e+000	-2.41694796e+001	1.56198306e+001	1.32139968e+008	1.29916762e+008	1.32695769e+008	6.30523016e+000	-1.94256055e+001	1.27379391e+001	
1.72800e+005	4.60453650e-001	4.43923815e-001	4.64586109e-001	5.35128508e-006	5.06436464e-006	5.42301518e-006	3.52734624e+007	2.65543390e+007	3.74532433e+007	8.59180871e+000	-4.15221908e+001	2.11203086e+001	6.39932972e+007	5.75271325e+007	6.56098384e+007	8.21474731e+000	-2.91661573e+001	1.75599735e+001	8.76942529e+007	8.21940501e+007	8.90693037e+007	7.36262933e+000	-2.44546861e+001	1.53169582e+001	1.32679202e+008	1.28232976e+008	1.33790759e+008	6.17695434e+000	-1.95506510e+001	1.26088557e+001	
2.59200e+005	1.04019293e+000	9.84426511e-001	1.05413453e+000	8.07334420e-006	7.42821202e-006	8.23462725e-006	3.59251237e+007	2.29020920e+007	3.91808816e+007	6.48623339e+000	-4.29847735e+001	1.88539851e+001	6.46779354e+007	5.49850101e+007	6.71011668e+007	7.63232645e+000	-2.96754349e+001	1.69592668e+001	8.83173739e+007	8.00691045e+007	9.03794412e+007	7.06111055e+000	-2.47326546e+001	1.50095518e+001	1.33207331e+008	1.26538456e+008	1.34874549e+008	6.04816118e+000	-1.96740606e+001	1.24787166e+001	
3.45600e+005	1.85630230e+000	1.72419096e+000	1.88933014e+000	1.08223037e-005	9.67651416e-006	1.11087511e-005	3.63932690e+007	1.91328569e+007	4.07083720e+007	4.34543691e+000	-4.42290945e+001	1.64890698e+001	6.53119913e+007	5.23998858e+007	6.85400176e+007	7.04393536e+000	-3.01615047e+001	1.63452954e+001	8.89143526e+007	7.79204582e+007	9.16628263e+007	6.75750131e+000	-2.50033029e+001	1.46977024e+001	1.33724310e+008	1.24833345e+008	1.35947051e+008	5.91886131e+000	-1.97958239e+001	1.23475326e+001	
4.32000e+005	2.91097280e+000	2.65313554e+000	2.97543211e+000	1.35950740e-005	1.18070238e-005	1.40420865e-005	3.66752942e+007	1.52657776e+007	4.20276733e+007	2.17961061e+000	-4.52486843e+001	1.40366843e+001	6.58949687e+007	4.97737814e+007	6.99252656e+007	6.45003386e+000	-3.06239868e+001	1.57185390e+001	8.94850125e+007	7.57487469e+007	9.29190789e+007	6.45189131e+000	-2.52665511e+001	1.43815019e+001	1.34230096e+008	1.23117786e+008	1.37008173e+008	5.78906537e+000	-1.99159311e+001	1.22153145e+001	
5.18400e+005	4.20612676e+000	3.76099314e+000	4.31741017e+000	1.63885263e-005	1.38176955e-005	1.70312340e-005	3.67694828e+007	1.13205177e+007	4.31317241e+007	-8.94530887e-004	-4.60379785e+001	1.15083765e+001	6.64264118e+007	4.71087506e+007	7.12558271e+007	5.85108605e+000	-3.10625196e+001	1.50794875e+001	9.00291844e+007	7.35546135e+007	9.41478272e+007	6.14437083e+000	-2.55223213e+001	1.40610439e+001	1.34724646e+008	1.21391920e+008	1.38057828e+008	5.65878404e+000	-2.00343720e+001	1.20820731e+001	
6.04800e+005	5.74341476e+000	5.03732886e+000	5.91993624e+000	1.91994992e-005	1.57066913e-005	2.00727011e-005	3.66750186e+007	7.31718166e+006	4.40144779e+007	-2.18559632e+000	-4.65923467e+001	8.91609129e+000	6.69059046e+007	4.44068777e+007	7.25306613e+007	5.24755998e+000	-3.14767602e+001	1.44286400e+001	9.05467074e+007	7.13387073e+007	9.53487074e+007	5.83503074e+000	-2.57705377e+001	1.37364229e+001	1.35207920e+008	1.19655894e+008	1.39095926e+008	5.52802805e+000	-2.01511371e+001	1.19478193e+001	
6.91200e+005	7.52421299e+000	6.47155814e+000	7.78737670e+000	2.20248036e-005	1.74723864e-005	2.31629079e-005	3.63919956e+007	3.27623257e+006	4.46709364e+007	-4.36391123e+000	-4.69081227e+001	6.27214163e+000	6.73330719e+007	4.16702754e+007	7.37487710e+007	4.63992728e+000	-3.18663847e+001	1.37665053e+001	9.10374280e+007	6.91016842e+007	9.65213639e+007	5.52396241e+000	-2.60111272e+001	1.34077348e+001	1.35679876e+008	1.17909852e+008	1.40122382e+008	5.39680817e+000	-2.02662166e+001	1.18125644e+001	
7.77600e+005	9.54962115e+000	8.05296545e+000	9.92378507e+000	2.48612298e-005	1.91133745e-005	2.62981937e-005	3.59214255e+007	-7.81592526e+005	4.50971800e+007	-6.52518597e+000	-4.69826339e+001	3.58917601e+000	6.77075794e+007	3.89010841e+007	7.49092032e+007	4.02866279e+000	-3.22310886e+001	1.30936006e+001	9.15012009e+007	6.68442063e+007	9.76654496e+007	5.21125774e+000	-2.62440184e+001	1.30750768e+001	1.36140475e+008	1.16153941e+008	1.41137109e+008	5.26513520e+000	-2.03796010e+001	1.16763192e+001	
